article_id,dataset_id,type_true,type_pred,cat_id,cat_type,cat_article_id
10.3390_v11060565,EPI1018205,Secondary,Secondary,TP,TP,TP
10.5194_acp-2021-570,https://doi.org/10.22033/esgf/cmip6.10843,Secondary,,TP,FN,TP
10.7554_eLife.63194,PF00978,,Secondary,FP,FP,TP
10.3390_v11060565,EPI1019555,Secondary,Secondary,TP,TP,TP
10.1590_1807-3107bor-2019.vol33.0095,https://doi.org/10.4012/dmj.26.906,,Primary,FP,FP,FP
10.1038_s41598-020-59839-x,IPR000264,Secondary,Secondary,TP,TP,TP
10.1186_s12859-016-0922-z,GSM1722948,,Secondary,FP,FP,FP
10.1055_s-0039-1693681,https://doi.org/10.3988/jcn.2011.7.2.69,,Primary,FP,FP,FP
10.1128_JVI.01717-21,EPI_ISL_445051,Primary,,TP,FN,TP
10.1038_s41396-020-00885-8,IPR033396,Secondary,Secondary,TP,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.be7krr,Secondary,,TP,FN,TP
10.1371_journal.pcbi.1011828,PXD020454,Secondary,Secondary,TP,TP,TP
10.1590_fst.33717,https://doi.org/10.5433/1679-0359.2011v32n4p1439,,Primary,FP,FP,FP
10.7554_elife.62329,https://doi.org/10.5281/zenodo.11640,,Primary,FP,FP,TP
10.1038_s41597-023-02280-2,EMPIAR-10005,Secondary,Secondary,TP,TP,TP
10.1038_s41598-020-59839-x,ENSOARG00000013303,,Secondary,FP,FP,TP
10.1002_chem.202003167,DRX400,,Secondary,FP,FP,FP
10.1617_s11527-023-02260-3,https://doi.org/10.5518/1438,Primary,Primary,TP,TP,TP
10.12688_f1000research.4660.1,https://doi.org/10.5256/f1000research.4981.r5845,,Primary,FP,FP,TP
10.1186_s13068-018-1316-4,GSE72765,,Secondary,FP,FP,FP
10.1038_s41598-020-59839-x,ENSBTAG00000017131,Secondary,Secondary,TP,TP,TP
10.3390_microorganisms8121872,CHEMBL1652119,Secondary,Secondary,TP,TP,TP
10.1038_s41598-020-59839-x,IPR023415,Secondary,Secondary,TP,TP,TP
10.1016_j.molcel.2018.11.006,E-GEOD-44672,,Secondary,FP,FP,TP
10.7717_peerj.11352,https://doi.org/10.2983/035.028.0222,,Primary,FP,FP,TP
10.3133_cir1497,https://doi.org/10.5066/p9h1s1pv,,Primary,TP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_291131,,Secondary,TP,FP,TP
10.1186_s40478-018-0561-x,GSE110719,,Secondary,FP,FP,FP
10.1128_spectrum.00422-24,K04562,,Secondary,FP,FP,TP
10.1002_esp.5058,https://doi.org/10.22161/ijaers,,Primary,FP,FP,TP
10.1039_d1ee03696c,https://doi.org/10.3334/cdiac/00001_v2017,,Primary,TP,FP,TP
10.1111_cas.12935,P21741,Secondary,,FN,FN,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr34584.v1,Secondary,,TP,FN,TP
10.1186_s40657-020-00194-w,https://doi.org/10.14344/ioc,,Primary,FP,FP,FP
10.3133_cir1497,https://doi.org/10.5066/p9vysweh,Secondary,,TP,FN,TP
10.1128_JVI.01717-21,EPI_ISL_332396,,Secondary,TP,FP,TP
10.1111_ddi.13153,https://doi.org/10.3112/erdkunde.2016.01.03,,Primary,FP,FP,FP
10.1021_jacs.2c06519,https://doi.org/10.25377/sussex.21184705,Primary,Primary,TP,TP,TP
10.1136_jitc-2021-003114,CVCL_0395,Secondary,Secondary,TP,TP,TP
10.7717_peerj.10452,SAMN16233660,Primary,Primary,TP,TP,TP
10.1016_j.jobe.2023.107105,https://doi.org/10.15142/t3td19,,Primary,FP,FP,TP
10.21203_rs.3.rs-2814013_v1,https://doi.org/10.21826/2446-82312020v75e2020014,,Primary,FP,FP,TP
10.1038_s41598-020-59839-x,ENSOARG00000001337,,Secondary,FP,FP,TP
10.1590_1806-93042019000400002,https://doi.org/10.1576/toag.10.2.112.27400,,Primary,FP,FP,FP
10.1186_s13073-020-00727-4,https://doi.org/10.5858/arpa.2016-0527-oa,,Primary,FP,FP,FP
10.1371_journal.pone.0137181,https://doi.org/10.3791/2079,,Primary,FP,FP,TP
10.1038_s41597-022-01555-4,https://doi.org/10.7937/q1ee-j082,Secondary,,TP,FN,TP
10.1029_2021ea001703,https://doi.org/10.13020/jjdx-1m95,,Primary,TP,FP,TP
10.1186_s12859-017-1952-x,SRP079401,,Secondary,FP,FP,FP
10.1186_s12864-019-6131-1,SRR952238,,Secondary,FP,FP,FP
10.7554_eLife.63194,PF02123,,Secondary,FP,FP,TP
10.14379_iodp.proc.390393.208.2024,https://doi.org/10.2973/dsdp.proc.3.1970,,Primary,FP,FP,TP
10.1002_mp.14424,https://doi.org/10.7937/tcia.2020.6c7y-gq39,Primary,Primary,TP,TP,TP
10.1242_dev.138545,https://doi.org/10.1387/ijdb.052095cs,,Primary,FP,FP,TP
10.7554_elife.62329,https://doi.org/10.5061/dryad.12jm63xwd,Primary,Primary,TP,TP,TP
10.3390_v11060565,EPI1019552,Secondary,Secondary,TP,TP,TP
10.5194_acp-22-2769-2022,https://doi.org/10.5067/suborbital/oracles/p3/2016_v2,Secondary,,TP,FN,TP
10.3762_bjoc.9.92,https://doi.org/10.3987/com-06-10747,,Primary,FP,FP,FP
10.1186_s12859-016-0922-z,GSE70285,,Secondary,FP,FP,FP
10.5194_acp-22-5701-2022,https://doi.org/10.6096/aeroclo.1754,,Primary,TP,FP,TP
10.1128_spectrum.00422-24,SRX23584000,,Secondary,FP,FP,TP
10.1073_pnas.2306723120,https://doi.org/10.16904/envidat.159,,Primary,FP,FP,TP
10.1186_s12931-019-1001-6,https://doi.org/10.4187/respcare.02848,,Primary,FP,FP,FP
10.1128_spectrum.00422-24,PF01052,Secondary,Secondary,TP,TP,TP
10.3133_cir1497,https://doi.org/10.5066/f72z13n1,,Primary,TP,FP,TP
10.1128_spectrum.00422-24,K02415,,Secondary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_376123,Primary,,TP,FN,TP
10.1029_2023wr035126,https://doi.org/10.4296/cwrj3302165,,Primary,FP,FP,TP
10.7717_peerj.10452,SAMN16233658,Primary,Primary,TP,TP,TP
10.5194_amt-15-3969-2022,https://doi.org/10.5067/modis/myd06_l2.006,,Primary,TP,FP,TP
10.14379_iodp.proc.390393.208.2024,https://doi.org/10.1594/ieda/500255,,Primary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_293288,Primary,,TP,FN,TP
10.1186_gb-2010-11-10-r101,https://doi.org/10.1100/tsw.2006.320,,Primary,FP,FP,FP
10.1186_s13039-022-00631-z,GSE87048,Secondary,Secondary,TP,TP,TP
10.7717_peerj.10452,PRJNA664798,Secondary,Secondary,TP,TP,TP
10.1186_s13024-018-0266-4,PXD009137,,Secondary,FP,FP,FP
10.1371_journal.pntd.0005385,https://doi.org/10.5061/dryad.72v34,Primary,Primary,TP,TP,TP
10.1016_j.jlp.2022.104761,https://doi.org/10.3384/ecp17138157,,Primary,FP,FP,TP
10.1111_ggr.12517,https://doi.org/10.5281/zenodo.7804445,Primary,,FN,FN,FN
10.3133_cir1497,https://doi.org/10.5066/p9gcdyt2,Secondary,,TP,FN,TP
10.3133_cir1497,https://doi.org/10.5066/f7h993cz,Secondary,,TP,FN,TP
10.1186_s12879-018-3065-1,https://doi.org/10.5365/wpsar.2015.6.1.017,,Primary,FP,FP,FP
10.1371_journal.pone.0212669,E-GEOD-61804,Secondary,Secondary,TP,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr33530.v1,,Primary,TP,FP,TP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.780464,Secondary,,TP,FN,TP
10.1371_journal.pcbi.1011828,E-PROT-107,Secondary,Secondary,TP,TP,TP
10.1136_jitc-2021-003114,CVCL_6245,Secondary,Secondary,TP,TP,TP
10.3133_cir1497,https://doi.org/10.5066/p9h1s1pv,Secondary,,TP,FN,TP
10.1038_s41597-019-0101-y,SAMN10880026,,Primary,FP,FP,TP
10.3133_ofr20231026,https://doi.org/10.5066/p9kehy2s,Primary,Primary,TP,TP,TP
10.1186_s13046-018-0843-y,PXD007771,,Secondary,FP,FP,FP
10.1038_s41396-020-00885-8,IPR017920,Secondary,Secondary,TP,TP,TP
10.1590_1807-3107bor-2019.vol33.0095,https://doi.org/10.3290/j.jad.a22193,,Primary,FP,FP,FP
10.1186_s12934-018-1005-9,IPR028916,,Secondary,FP,FP,FP
10.3390_v11060565,EPI1104284,Secondary,Secondary,TP,TP,TP
10.1093_nar_gkp1049,3.30.450.20,Secondary,,FN,FN,TP
10.1038_s41598-020-59839-x,ENSOARG00000013782,Secondary,Secondary,TP,TP,TP
10.17581_bp.2020.09104,https://doi.org/10.15468/dl.elq8xm,Primary,Primary,TP,TP,TP
10.1128_JVI.01717-21,EPI_ISL_445090,Primary,,TP,FN,TP
10.1111_1365-2656.12491,https://doi.org/10.5061/dryad.h5j86,Primary,Primary,TP,TP,TP
10.3389_fcimb.2024.1292467,EPI_ISL_13295050,Secondary,Secondary,TP,TP,TP
10.12688_f1000research.4660.1,https://doi.org/10.1254/jphs.crj05005x,,Primary,FP,FP,TP
10.1016_j.jobe.2023.107105,https://doi.org/10.5281/zenodo.8014150,Primary,Primary,TP,TP,TP
10.1186_s12881-019-0773-3,https://doi.org/10.1208/aapsj070481,,Primary,FP,FP,FP
10.1186_s12885-017-3237-1,https://doi.org/10.4137/cin.s9983,,Primary,FP,FP,FP
10.1186_s12866-020-01863-y,SAMN13481355,,Primary,FP,FP,FP
10.1186_s13024-018-0254-8,GSE49329,,Secondary,FP,FP,FP
10.1186_s12920-019-0628-y,GSE49710,,Secondary,FP,FP,FP
10.1186_s13059-019-1749-5,GSE126200,,Secondary,FP,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620702,,Primary,TP,FP,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.k6jv69,,Primary,TP,FP,TP
10.1371_journal.pcbi.1011828,PXD010458,Secondary,Secondary,TP,TP,TP
10.3390_v11060565,EPI1018207,Secondary,Secondary,TP,TP,TP
10.12688_f1000research.10556.1,https://doi.org/10.5256/f1000research.11375.r19814,,Primary,FP,FP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.cb2hsf,,Primary,TP,FP,TP
10.1038_s41597-022-01555-4,https://doi.org/10.7937/tcia.xc7a-qt20,Primary,Primary,TP,TP,TP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163784,Primary,Primary,TP,TP,TP
10.1186_s12859-016-0922-z,SRR880070,,Secondary,FP,FP,FP
10.1186_s12931-019-1001-6,https://doi.org/10.1513/annalsats.201307-229oc,,Primary,FP,FP,FP
10.1093_beheco_arw167,https://doi.org/10.5061/dryad.12np0,Primary,Primary,TP,TP,TP
10.5194_essd-2023-198,https://doi.org/10.12770/be239ab6-bd5b-4dfd-9d3c-51e6c3793810,,Primary,FP,FP,TP
10.1111_1365-2664.13446,https://doi.org/10.3838/jjo.64.183,,Primary,FP,FP,TP
10.1016_j.ast.2022.107401,https://doi.org/10.17862/cranfield.rd.19146182,Primary,,FN,FN,TP
10.5194_tc-17-3617-2023,https://doi.org/10.24381/cds.e2161bac,,Primary,FP,FP,TP
10.1038_s41437-020-0318-8,https://doi.org/10.5061/dryad.rxwdbrv58,Primary,Primary,TP,TP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000044361,,Secondary,FP,FP,TP
10.1016_j.molcel.2018.11.006,https://doi.org/10.17632/xtb4mkvf8f.1,Primary,Primary,TP,TP,TP
10.1371_journal.pone.0159387,PRJNA167255,Secondary,Secondary,TP,TP,TP
10.12688_f1000research.4660.1,https://doi.org/10.5256/f1000research.4660.d34165,Primary,Primary,TP,TP,TP
10.1371_journal.pone.0198382,https://doi.org/10.5066/f72j69rm,,Primary,TP,FP,TP
10.1371_journal.pone.0146274,https://doi.org/10.5061/dryad.kh186,Primary,Primary,TP,TP,TP
10.1186_s12866-020-01863-y,SRX8097936,,Secondary,FP,FP,FP
10.1002_ece3.5260,https://doi.org/10.5061/dryad.2f62927,Primary,Primary,TP,TP,TP
10.1186_s13054-015-1052-0,GSE26440,,Secondary,FP,FP,FP
10.1038_s41597-023-02280-2,EMPIAR-11057,Secondary,Secondary,TP,TP,TP
10.5194_essd-2023-187,https://doi.org/10.17882/55741,Secondary,,TP,FN,TP
10.1002_nafm.10870,https://doi.org/10.5066/p94bh3w0,,Primary,FP,FP,TP
10.1186_s13072-019-0285-6,GSE81436,,Secondary,FP,FP,FP
10.1111_cas.12935,HPA003927,Secondary,Secondary,TP,TP,TP
10.1186_s40170-020-00212-x,HPA021241,,Secondary,FP,FP,FP
10.1242_dev.138545,https://doi.org/10.3181/00379727-112-28183,,Primary,FP,FP,TP
10.3390_molecules23123199,https://doi.org/10.3923/ijb.2008.56.61,,Primary,FP,FP,FP
10.1128_JVI.01717-21,EPI_ISL_332396,Primary,,TP,FN,TP
10.3389_fcell.2020.618552,E-MTAB-9290,,Secondary,FP,FP,TP
10.1002_2017jc013030,https://doi.org/10.1119/1.1991484,,Primary,FP,FP,TP
10.1186_s12864-019-6131-1,SRR7194749,,Secondary,FP,FP,FP
10.3389_fmicb.2024.1456637,https://doi.org/10.17236/sat00393,,Primary,FP,FP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr30765.v1,Secondary,,TP,FN,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.zrhwa2,Secondary,,TP,FN,TP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.775959,,Primary,TP,FP,TP
10.1093_nar_gkp1049,3.20.20.120,Secondary,,FN,FN,TP
10.3133_cir1497,https://doi.org/10.21199/wb51.2.1,,Primary,FP,FP,TP
10.3390_s19030479,https://doi.org/10.4231/r7rx991c,Secondary,,FN,FN,TP
10.1186_s40168-018-0532-2,PF01036,,Secondary,FP,FP,FP
10.3390_molecules23123199,https://doi.org/10.2533/chimia.2008.280,,Primary,FP,FP,FP
10.1111_ddi.13153,https://doi.org/10.13157/arla.2.2019.ra1,,Primary,FP,FP,FP
10.1093_nar_gkp1049,3.40.50.1000,Secondary,,FN,FN,TP
10.1186_s12864-019-5872-1,ENSDARG00000037079,,Secondary,FP,FP,FP
10.1371_journal.pone.0212669,E-GEOD-59312,Secondary,Secondary,TP,TP,TP
10.5194_essd-12-1287-2020,https://doi.org/10.12681/mms.1196,,Primary,FP,FP,TP
10.1371_journal.pone.0212669,E-GEOD-48278,Secondary,Secondary,TP,TP,TP
10.1590_2236-3459_83528,https://doi.org/10.24109/2176-6681.rbep.98i249.2729,,Primary,FP,FP,FP
10.1111_cas.12935,CAB004592,Secondary,Secondary,TP,TP,TP
10.1186_s12859-016-1206-3,GSE9138,,Secondary,FP,FP,FP
10.1186_s12864-019-6131-1,ERR5220668,,Secondary,FP,FP,FP
10.3133_cir1497,https://doi.org/10.5066/f7930sg7,,Primary,TP,FP,TP
10.1242_bio.035071,https://doi.org/10.5061/dryad.dk5gt88,Primary,Primary,TP,TP,TP
10.1186_s12859-016-0904-1,https://doi.org/10.14778/1920841.1920886,,Primary,FP,FP,FP
10.3390_v11060565,EPI1019558,Secondary,Secondary,TP,TP,TP
10.1186_s40168-018-0550-0,PRJNA273799,,Secondary,FP,FP,FP
10.1038_s41396-020-00885-8,IPR036452,Secondary,Secondary,TP,TP,TP
10.1038_s41396-020-00885-8,IPR011124,Secondary,Secondary,TP,TP,TP
10.1136_jitc-2021-003114,CVCL_KS61,Secondary,Secondary,TP,TP,TP
10.7717_peerj.10452,SAMN16233653,Primary,Primary,TP,TP,TP
10.1101_096297,PRJEB11742,,Secondary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_445091,,Secondary,TP,FP,TP
10.7717_peerj.10452,SAMN16233647,Primary,Primary,TP,TP,TP
10.1029_2023ea002840,https://doi.org/10.1594/pangaea.964085,Primary,Primary,TP,TP,TP
10.3897_zoologia.36.e32053,https://doi.org/10.18473/lepi.69i4.a5,,Primary,FP,FP,FP
10.7554_elife.73695,https://doi.org/10.1620/tjem.246.65,,Primary,FP,FP,TP
10.1371_journal.pone.0159387,PRJNA74079,Secondary,Secondary,TP,TP,TP
10.3390_v11060565,KX000717,,Secondary,FP,FP,TP
10.14358_pers.22-00039r2,https://doi.org/10.5066/p98lo5d4,Primary,Primary,TP,TP,TP
10.1128_JVI.01717-21,EPI_ISL_332401,,Secondary,TP,FP,TP
10.1002_2017jc013030,https://doi.org/10.6028/jres.070c.025,,Primary,FP,FP,TP
10.1186_s40170-018-0185-4,GSE92742,,Secondary,FP,FP,FP
10.18438_eblip29674,https://doi.org/10.1300/j104v40n02_05,,Primary,FP,FP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr30770.v1,,Primary,TP,FP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.4098/at.arch.89-6,,Primary,FP,FP,TP
10.5194_gmd-12-4221-2019,https://doi.org/10.7289/v5j1012q,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,K03407,,Secondary,FP,FP,TP
10.1111_cas.12935,CAB010055,Secondary,Secondary,TP,TP,TP
10.1186_s13059-020-1949-z,GSM2396858,,Secondary,FP,FP,FP
10.1038_s41598-020-59839-x,ENSOARG00000012835,Secondary,Secondary,TP,TP,TP
10.1029_2019jg005297,https://doi.org/10.5066/f78s4n1v,Secondary,,TP,FN,TP
10.1038_s41467-018-04041-x,https://doi.org/10.5067/aqua/modis/l3b/chl/2014,,Primary,FP,FP,TP
10.1186_s12862-019-1509-x,https://doi.org/10.14310/horm.2002.1111024,,Primary,FP,FP,FP
10.1016_j.ast.2022.107401,https://doi.org/10.2514/1.c034121,,Primary,FP,FP,TP
10.3133_ofr20231027,https://doi.org/10.1579/0044-7447-31.2.60,,Primary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_332399,,Secondary,TP,FP,TP
10.3133_ofr20231026,https://doi.org/10.5066/p9irl3gv,,Primary,TP,FP,TP
10.1111_acel.13089,https://doi.org/10.6075/j0707ztm,,Primary,FP,FP,TP
10.1186_s12859-017-1563-6,PXD004645,,Secondary,FP,FP,FP
10.1371_journal.pone.0188323,https://doi.org/10.1227/01.neu.0000316847.64140.81,,Primary,FP,FP,TP
10.1021_acsomega.3c06074,CHEMBL1257821,Secondary,Secondary,TP,TP,TP
10.3389_fpls.2023.1160645,https://doi.org/10.2991/essaeme-17.2017.338,,Primary,FP,FP,TP
10.5194_essd-2023-187,https://doi.org/10.17882/53389,Primary,Primary,TP,TP,TP
10.1186_s12864-019-6131-1,SRR5444488,,Secondary,FP,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr33525.v1,,Primary,TP,FP,TP
10.1038_s41597-022-01555-4,https://doi.org/10.18383/j.tom.2019.00031,,Primary,FP,FP,TP
10.1038_s41467-018-07681-1,https://doi.org/10.5281/zenodo.1472499,Primary,,FN,FN,TP
10.1128_spectrum.00422-24,K02392,,Secondary,FP,FP,TP
10.1128_spectrum.00422-24,K02417,Secondary,Secondary,TP,TP,TP
10.1002_esp.5058,https://doi.org/10.5061/dryad.jh9w0vt9t,Primary,,FN,FN,TP
10.7554_eLife.72626,MODEL2106070001,Primary,,FN,FN,TP
10.7554_elife.29944,https://doi.org/10.2458/azu_js_rc.55.16947,,Primary,FP,FP,TP
10.3389_fevo.2023.1112519,https://doi.org/10.1594/pangaea.941189,Primary,,FN,FN,TP
10.1186_s12866-015-0509-2,PRJNA58163,,Secondary,FP,FP,FP
10.3133_cir1497,https://doi.org/10.5066/p9eucgjq,Secondary,,FN,FN,TP
10.1128_JVI.01717-21,EPI_ISL_293289,Primary,,TP,FN,TP
10.1186_s12859-016-0922-z,GSE49712,,Secondary,FP,FP,FP
10.1186_s13071-018-2964-8,PRJNA354110,,Secondary,FP,FP,FP
10.1038_s41597-019-0101-y,SAMN10880015,,Primary,FP,FP,TP
10.1186_s13059-020-02048-6,GSE141115,,Secondary,FP,FP,FP
10.3389_fmicb.2024.1456637,SAMN08199278,Secondary,,TP,FN,TP
10.1186_s12862-018-1213-2,https://doi.org/10.2216/i0031-8884-34-1-1.1,,Primary,FP,FP,FP
10.1007_s12263-014-0408-4,https://doi.org/10.2105/ajph.2011.300149,,Primary,FP,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620701,Secondary,,TP,FN,TP
10.7717_peerj.10452,SAMN16233656,Primary,Primary,TP,TP,TP
10.1038_s41597-023-02280-2,EMPIAR-10406,Secondary,Secondary,TP,TP,TP
10.1186_s13073-020-00727-4,https://doi.org/10.5281/zenodo.3661416,,Primary,FP,FP,FP
10.1128_spectrum.00422-24,K03415,,Secondary,FP,FP,TP
10.1136_jitc-2021-003114,CVCL_0530,Secondary,Secondary,TP,TP,TP
10.5194_tc-17-3617-2023,https://doi.org/10.24381/cds.32b04ec5,Secondary,,TP,FN,TP
10.1186_s13072-019-0285-6,GSE95356,,Secondary,FP,FP,FP
10.1093_nar_gkp1049,3.10.180.10,Secondary,,FN,FN,TP
10.5937_bnhmb1811227u,https://doi.org/10.15468/dl.ize4xxinaturalist.org,,Primary,FP,FP,TP
10.1186_s40657-018-0125-6,https://doi.org/10.14344/ioc.ml.8.1,,Primary,FP,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr35035.v1,Secondary,,TP,FN,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.yc59mu,,Primary,TP,FP,TP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9tw2x7y,,Primary,FP,FP,TP
10.1186_s12920-019-0646-9,GSE63695,,Secondary,FP,FP,FP
10.1186_s12864-019-6131-1,ERX2234588,,Secondary,FP,FP,FP
10.12688_f1000research.13064.1,https://doi.org/10.5256/f1000research.13064.d183806,Primary,Primary,TP,TP,TP
10.1021_acsomega.3c06074,5VA1,Secondary,,FN,FN,TP
10.3389_fchem.2019.00828,https://doi.org/10.31635/ccschem.019.20180011,,Primary,FP,FP,FP
10.3133_ofr20231026,https://doi.org/10.5066/p9irl3gv,Secondary,,TP,FN,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.czyyq2,Secondary,,TP,FN,TP
10.5194_acp-2021-570,https://doi.org/10.22033/esgf/cmip6.10843,,Primary,TP,FP,TP
10.1186_s13024-018-0254-8,https://doi.org/10.1189/jlb.0307191,,Primary,FP,FP,FP
10.1371_journal.pone.0159387,PRJNA167242,Secondary,Secondary,TP,TP,TP
10.1098_rsos.170796,https://doi.org/10.1666/09506.1,,Primary,FP,FP,TP
10.1038_hdy.2013.74,https://doi.org/10.5061/dryad.75030,Primary,Primary,TP,TP,TP
10.1128_JVI.01717-21,EPI_ISL_445089,,Secondary,TP,FP,TP
10.1038_s41598-021-85671-y,https://doi.org/10.7937/tcia.2019.8dho2gls,Secondary,,TP,FN,TP
10.1029_2022gl100473,https://doi.org/10.5281/zenodo.6886498,Primary,Primary,TP,TP,TP
10.1073_pnas.1705601114,https://doi.org/10.5061/dryad.7248c,Primary,Primary,TP,TP,TP
10.1021_acsomega.3c06074,CHEMBL195180,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0159387,PRJNA167235,Secondary,Secondary,TP,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr34585.v1,,Primary,TP,FP,TP
10.1371_journal.pone.0146274,ENSBTAG00000019255,,Secondary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN12620691,Secondary,,TP,FN,TP
10.1186_s12859-018-2146-x,https://doi.org/10.4238/2014.march.24.5,,Primary,FP,FP,FP
10.1371_journal.pone.0159387,PRJNA167259,Secondary,Secondary,TP,TP,TP
10.1016_j.scitotenv.2024.171850,https://doi.org/10.4001/003.027.0477,,Primary,FP,FP,TP
10.1186_s12864-019-6131-1,SRR5444513,,Secondary,FP,FP,FP
10.3390_v11060565,EPI1019553,Secondary,Secondary,TP,TP,TP
10.1002_ece3.6303,https://doi.org/10.1191/0309133306pp490pr,,Primary,FP,FP,TP
10.3389_fevo.2023.1112519,PRJNA780103,,Secondary,FP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880038,,Primary,FP,FP,TP
10.7717_peerj.10452,SAMN16233650,Primary,Primary,TP,TP,TP
10.1038_s41598-020-59839-x,IPR020857,Secondary,Secondary,TP,TP,TP
10.1534_g3.119.400401,PRJNA473780,,Secondary,FP,FP,TP
10.7554_elife.63455,https://doi.org/10.5061/dryad.37pvmcvj9,Primary,Primary,TP,TP,TP
10.1186_s12870-019-2199-7,https://doi.org/10.5352/jls.2010.20.8.1186,,Primary,FP,FP,FP
10.1186_s13059-018-1557-3,https://doi.org/10.5402/2011/869647,,Primary,FP,FP,FP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163786,Primary,Primary,TP,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36120.v2,Secondary,,TP,FN,TP
10.1101_096297,PRJEB11513,,Secondary,FP,FP,TP
10.3390_microorganisms8121872,CHEMBL402487,Secondary,Secondary,TP,TP,TP
10.1186_s13059-019-1840-y,https://doi.org/10.5281/zenodo.1579496,,Primary,FP,FP,FP
10.7554_elife.73695,https://doi.org/10.5441/001/1.3q2131q5,Primary,,FN,FN,TP
10.1038_s41396-020-00885-8,IPR029723,Secondary,Secondary,TP,TP,TP
10.5194_essd-12-1287-2020,https://doi.org/10.17882/62352,,Primary,FP,FP,TP
10.1186_s12864-019-6131-1,SRR6305144,,Secondary,FP,FP,FP
10.1029_2019pa003774,cp123120,,Secondary,FP,FP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36119.v1,Secondary,,TP,FN,TP
10.3390_microorganisms8121872,CHEMBL1568820,Secondary,Secondary,TP,TP,TP
10.1128_spectrum.00422-24,K02390,Secondary,Secondary,TP,TP,TP
10.5194_gmd-13-335-2020,https://doi.org/10.6073/pasta/fed17d67583eda16c439216ca40b0669,Primary,Primary,TP,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.dcatgu,,Primary,TP,FP,TP
10.1186_s12916-019-1469-4,GSE135055,,Secondary,FP,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_2340581,Secondary,Secondary,TP,TP,TP
10.5194_amt-15-3969-2022,https://doi.org/10.15191/nwajom.2013.0119,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,K02406,,Secondary,FP,FP,TP
10.1029_2023ea002840,https://doi.org/10.3402/tellusb.v61i2.16839,,Primary,FP,FP,TP
10.1186_s13039-022-00631-z,GSE67047,Secondary,Secondary,TP,TP,TP
10.1590_1519-6984.192126,https://doi.org/10.4081/jlimnol.2000.s1.81,,Primary,FP,FP,FP
10.1029_2023ea002840,https://doi.org/10.5038/1827-806x.37.3,,Primary,FP,FP,TP
10.1186_s11658-018-0120-2,GSE70604,,Secondary,FP,FP,FP
10.1136_jitc-2021-003114,CVCL_1917,Secondary,Secondary,TP,TP,TP
10.3390_microorganisms8121872,CHEMBL2436978,Secondary,Secondary,TP,TP,TP
10.1186_s12933-019-0813-5,https://doi.org/10.1631/jzus.b1700073,,Primary,FP,FP,FP
10.1073_pnas.1711872115,https://doi.org/10.5281/zenodo.1135372,Primary,Primary,TP,TP,TP
10.3389_fmicb.2024.1456637,SAMN12620701,,Primary,TP,FP,TP
10.1029_2019pa003774,https://doi.org/10.2113/gsjfr.21.4.347,,Primary,FP,FP,TP
10.3133_cir1497,https://doi.org/10.5066/p9gcdyt2,,Primary,TP,FP,TP
10.5194_tc-17-3617-2023,https://doi.org/10.5281/zenodo.8252180,,Primary,FP,FP,TP
10.1186_s13326-019-0195-3,https://doi.org/10.5815/ijisa.2013.09.08,,Primary,FP,FP,FP
10.1186_gb-2010-11-10-r101,GSE24237,,Secondary,FP,FP,FP
10.1128_spectrum.00422-24,PF13377,Secondary,Secondary,TP,TP,TP
