article_id,dataset_id,type_true,type_pred,cat_id,cat_type
10.3390_v11060565,D10700,Secondary,,FN,FN
10.1007_s00382-022-06361-7,https://doi.org/10.1175/2010m,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1016/0022-1694(93)90010-7,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1175/amsmonographs-d-16-0006,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1063/5.0049174,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1242/jcs.01322,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr34584.v1,,Primary,TP,FP
10.1002_ece3.3985,https://doi.org/10.1002/ece3.2018.8.issue-9,,Primary,FP,FP
10.1101_2022.02.10.480011,https://doi.org/10.15482/usda.adc/1524676,Primary,,FN,FN
10.1093_sysbio_syy011,https://doi.org/10.5061/dryad.739bs,Primary,Primary,TP,TP
10.1016_j.cpc.2024.109087,https://doi.org/10.1016/j.softx.2022.101210,,Primary,FP,FP
10.1080_01621459.2019.1573732,Missing,Missing,,FN,FN
10.1038_s41598-020-59839-x,IPR000264,Secondary,Secondary,TP,TP
10.1186_s13071-018-3084-1,Missing,Missing,,FN,FN
10.1038_s41396-020-00885-8,IPR006201,Secondary,Secondary,TP,TP
10.1186_s12884-018-1751-z,https://doi.org/10.13039/100000865,,Primary,FP,FP
10.1111_cas.12935,HPA003927,Secondary,Secondary,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.be7krr,Secondary,,FN,FN
10.3390_v11060565,EPI1183999,Secondary,Secondary,TP,TP
10.1093_nar_gkp1049,3.30.450.40,Secondary,,FN,FN
10.1186_s13071-018-3237-2,https://doi.org/10.13039/501100001664,,Primary,FP,FP
10.1038_s41597-019-0101-y,SAMN10880031,,Primary,FP,FP
10.1186_s13071-018-2964-8,PRJNA354110,,Secondary,FP,FP
10.1107_s2056989015019891,Missing,Missing,,FN,FN
10.7554_eLife.72626,https://doi.org/10.1186/s12918-016-0341-9,,Primary,FP,FP
10.1111_1365-2435.13431,https://doi.org/10.5061/dryad.d84hg87,Primary,Primary,TP,TP
10.3389_fcimb.2024.1292467,EPI_ISL_2340615,Secondary,Secondary,TP,TP
10.1186_s12864-019-6131-1,ERR5220668,,Secondary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1093/nar/gkv1048,,Primary,FP,FP
10.1098_rsos.170796,https://doi.org/10.5061/dryad.2g5f9,Primary,Primary,TP,TP
10.1038_s41396-020-00885-8,IPR001577,Secondary,Secondary,TP,TP
10.1029_2023ea002840,https://doi.org/10.1126/science,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1029/2006gl026152,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1038/s41467-018-05736-x,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.5281/zenodo.7092715,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1017/s001667231100019x,,Primary,FP,FP
10.1186_s13059-018-1557-3,GSE120232,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.1098/rsbl.2009.0719,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1016/j.cub.2016.02.063,,Primary,FP,FP
10.7554_eLife.72626,CHEMBL3733336,,Secondary,TP,FP
10.7554_eLife.72626,https://doi.org/10.1186/s41236-017-0007-6,,Primary,FP,FP
10.1093_beheco_arw167,https://doi.org/10.1093/beheco/arw167,,Primary,FP,FP
10.1002_chem.201903120,https://doi.org/10.1002/(issn)1521-3765,,Primary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1038/s41929-018-0077-6,,Primary,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_2340575,Secondary,Secondary,TP,TP
10.3390_d13010019,https://doi.org/10.1890/03-0799,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.3133/ofr91441s,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.margeo.2008.01.011,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1007/pl00008856,,Primary,FP,FP
10.1590_2237-6089-2017-0134,Missing,Missing,,FN,FN
10.1186_s12885-019-5681-6,CVCL_E311,,Secondary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1002/2016g,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1016/j.chnaes.2017.05.001,,Primary,FP,FP
10.3389_fpls.2023.1160645,https://doi.org/10.4121/21864590,Primary,Primary,TP,TP
10.1186_s13321-015-0110-6,https://doi.org/10.13039/100006785,,Primary,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.1034/j.1600-0420.2003.00119.x,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1641/0006-3568(2003)053[0341:tnc]2.0.co;2,,Primary,FP,FP
10.1093_nar_gkp1049,3.40.630.30,Secondary,,FN,FN
10.1186_s12864-019-6099-x,https://doi.org/10.13039/501100004543,,Primary,FP,FP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163782,Primary,,FN,FN
10.1038_s41396-020-00885-8,IPR016201,Secondary,Secondary,TP,TP
10.1002_ecs2.4619,https://doi.org/10.5194/egusphere,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.epsl.2008.03.061,,Primary,FP,FP
10.1186_s12918-018-0564-z,SRp20,,Secondary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1038/nature13971,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1093/bib/bbx163,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1016/j.mam.2011.07.001,,Primary,FP,FP
10.1111_1365-2435.13431,https://doi.org/10.1111/fec.v34.1,,Primary,FP,FP
10.1186_s12915-018-0584-6,https://doi.org/10.13039/501100004099,,Primary,FP,FP
10.1186_s12864-015-2206-9,SRX015793,,Secondary,FP,FP
10.3762_bjoc.8.42,https://doi.org/10.1002/marc.1995.030160602,,Primary,FP,FP
10.1107_s2414314616000523,Missing,Missing,,FN,FN
10.1186_s12920-018-0403-5,GSE72205,,Secondary,FP,FP
10.1617_s11527-023-02260-3,https://doi.org/10.5518/1438,Primary,,FN,FN
10.3390_rs4102923,https://doi.org/10.1088/1748-9326/4/4/045015,,Primary,FP,FP
10.1186_s12903-018-0656-6,Missing,Missing,,FN,FN
10.1007_s00382-022-06361-7,https://doi.org/10.1002/2015gl063306,,Primary,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.1016/s0002-9394(14)73274-x,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1038/s41586-020-2780-0,,Primary,FP,FP
10.1186_s12920-019-0628-y,GSE3960,,Secondary,FP,FP
10.1371_journal.pone.0137181,https://doi.org/10.5061/dryad.m4r46,Primary,Primary,TP,TP
10.1186_s12885-018-4314-9,Missing,Missing,,FN,FN
10.1186_s13059-019-1918-6,Missing,Missing,,FN,FN
10.1186_s12870-019-1926-4,Missing,Missing,,FN,FN
10.1186_s13073-020-00727-4,NC_010227.2,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1007/s11001-018-9367-2,,Primary,FP,FP
10.1111_cas.12935,HPA001612,Secondary,Secondary,TP,TP
10.1111_mec.16977,https://doi.org/10.5061/dryad.4mw6m90cz,Primary,Primary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1029/91rg00969,,Primary,FP,FP
10.1002_anie.202007717,https://doi.org/10.13039/501100001659,,Primary,FP,FP
10.1371_journal.pone.0159387,PRJNA16148,Secondary,Secondary,TP,TP
10.3389_fcell.2020.618552,https://doi.org/10.5281/zenodo.3951126,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1126/science.1172539,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1073/pnas.1007997107,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.5194/hess-2022-81,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1038/nclimate2246,,Primary,FP,FP
10.1186_s40168-018-0532-2,https://doi.org/10.13039/501100006072,,Primary,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_10271777,Secondary,Secondary,TP,TP
10.1093_nar_gkp1049,3.40.30.10,Secondary,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1029/2011eo430001,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1002/ajpa.23259,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1007/bf00167814,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_445092,,Secondary,TP,FP
10.3390_d13010019,https://doi.org/10.1007/bf02804897,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1029/2009jd012346,,Primary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1063/1.1633982,,Primary,FP,FP
10.1186_s40169-019-0253-6,Missing,Missing,,FN,FN
10.1111_ddi.13161,https://doi.org/10.1111/(issn)1472-4642,,Primary,FP,FP
10.1186_s12864-019-6099-x,SRR8906254,,Secondary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1007/s00382-018-4409-7,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1002/grl.50520,,Primary,FP,FP
10.3389_fmicb.2024.1456637,NC_017643.1,Secondary,Secondary,TP,TP
10.1186_s12885-019-5681-6,CVCL_1785,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1130/g32460.1,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2009wr008632,,Primary,FP,FP
10.1186_s12859-018-2263-6,https://doi.org/10.13039/100000066,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.1021/jacs.7b02008,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1186/1742-9994-10-42,,Primary,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.1002/9781118445112.stat03789.pub2,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_332399,Primary,,TP,FN
10.3389_feart.2023.1205211,https://doi.org/10.1126/science.255.5041.188,,Primary,FP,FP
10.1371_journal.pone.0284951,https://doi.org/10.3389/fnins.2020.568614,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.12.570,,Primary,FP,FP
10.1186_s13024-018-0254-8,https://doi.org/10.13039/100000957,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1111/j.2517-6161.1974.tb00994.x,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN04498560,,Primary,FP,FP
10.17581_bp.2020.09104,https://doi.org/10.15468/dl.elq8xm,Primary,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1111/j.1745-6584.2006.00263.x,,Primary,FP,FP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.qgemaq,Secondary,,FN,FN
10.1111_1365-2656.12382,https://doi.org/10.1111/(issn)1365-2656,,Primary,FP,FP
10.1038_s41467-018-07681-1,https://doi.org/10.5281/zenodo.1472499,Primary,,FN,FN
10.1111_1365-2435.13431,https://doi.org/10.1111/(issn)1365-2435,,Primary,FP,FP
10.1371_journal.pone.0284951,https://doi.org/10.1016/j.neuroimage.2005.02.018,,Primary,FP,FP
10.1186_s12864-019-6131-1,SRR952232,,Secondary,FP,FP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.dcatgu,Secondary,,FN,FN
10.1128_spectrum.00422-24,K02406,,Secondary,FP,FP
10.1107_s1600536809022582,Missing,Missing,,FN,FN
10.7554_eLife.72626,https://doi.org/10.1371/journal.pone.0174658,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1073/pnas.0803763105,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1016/j.mayocp.2017.06.014,,Primary,FP,FP
10.1186_s12859-016-0922-z,SRR881451,,Secondary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1029/2011jb008417,,Primary,FP,FP
10.1186_s40478-018-0561-x,Missing,Missing,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.1111/j.1365-2427.2008.02145.x,,Primary,FP,FP
10.1186_s13007-019-0403-2,https://doi.org/10.13039/501100000268,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN04505647,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1130/0091-7613(1974)2<561:idsdat>2.0.co;2,,Primary,FP,FP
10.1002_chem.202000235,https://doi.org/10.13039/501100001659,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1038/nature19324,,Primary,FP,FP
10.3389_fcell.2020.618552,https://doi.org/10.5281/zenodo.4311472,Primary,,FN,FN
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr35035.v1,,Primary,TP,FP
10.1038_s41597-022-01555-4,https://doi.org/10.7937/tcia.e3sv-re93,Secondary,,FN,FN
10.1038_s41467-019-10357-z,Missing,Missing,,FN,FN
10.3390_v11060565,EPI1019554,Secondary,Secondary,TP,TP
10.1186_s12864-019-6324-7,erx046,,Secondary,FP,FP
10.3762_bjoc.8.42,https://doi.org/10.1002/hc.20090,,Primary,FP,FP
10.1186_s13321-015-0110-6,https://doi.org/10.13039/100000001,,Primary,FP,FP
10.3133_ofr20231026,https://doi.org/10.18637/jss.v067.i01,,Primary,FP,FP
10.1107_s1600536812014614,Missing,Missing,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1029/2012wr012319,,Primary,FP,FP
10.1186_s13024-018-0254-8,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2019gl084730,,Primary,FP,FP
10.12688_f1000research.13852.1,https://doi.org/10.5256/f1000research.13852.d195529,Primary,Primary,TP,TP
10.1016_j.fuel.2022.125768,https://doi.org/10.11583/dtu.20555586.v3,Primary,,FN,FN
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr30765.v1,,Primary,TP,FP
10.7554_elife.73695,https://doi.org/10.1111/1365-2656.13202,,Primary,FP,FP
10.1590_0034-7167-2018-0065,Missing,Missing,,FN,FN
10.3762_bjoc.8.42,https://doi.org/10.1163/156855500300203395,,Primary,FP,FP
10.1186_s12859-016-0904-1,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1029/jb092ib06p04827,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2002wr001528,,Primary,FP,FP
10.1002_chem.202003167,Missing,Missing,,FN,FN
10.1186_s12862-019-1388-1,Missing,Missing,,FN,FN
10.1186_s12864-019-6131-1,PRJNA292031,,Secondary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1088/0957-0233/19/3/034001,,Primary,FP,FP
10.1128_spectrum.00422-24,K02388,Secondary,Secondary,TP,TP
10.1111_ejn.13855,https://doi.org/10.1111/ejn.v51.5,,Primary,FP,FP
10.1111_1365-2435.13569,https://doi.org/10.5061/dryad.9s4mw6mbw,Primary,Primary,TP,TP
10.7554_elife.73695,https://doi.org/10.1159/000078939,,Primary,FP,FP
10.1186_s12943-019-1017-z,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.1186_s12920-019-0611-7,https://doi.org/10.13039/501100005972,,Primary,FP,FP
10.1186_s12874-019-0829-2,Missing,Missing,,FN,FN
10.1039_d2cc00847e,https://doi.org/10.1021/ar400019p,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1175/jcli3321,,Primary,FP,FP
10.1186_s13071-018-2964-8,SRP093558,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.epsl.2005.08.002,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1038/s41388-019-0815-5,,Primary,FP,FP
10.1016_j.molcel.2018.11.006,HPA038237,,Secondary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1016/0277-3791(91)90033-q,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1088/1367-2630/11/2/025016,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2018wr023551,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_445002,Primary,,TP,FN
10.1371_journal.pone.0220399,https://doi.org/10.5061/dryad.8t3g361,Primary,Primary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1029/2021jb021997,,Primary,FP,FP
10.3390_v11060565,EPI1184004,Secondary,Secondary,TP,TP
10.1186_s12881-019-0773-3,Missing,Missing,,FN,FN
10.1016_j.cpc.2024.109087,https://doi.org/10.1007/978-3-540-74686-7,,Primary,FP,FP
10.1186_s12885-019-5681-6,https://doi.org/10.13039/100006058,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.3390/ijms19123733,,Primary,FP,FP
10.1371_journal.pone.0212669,E-GEOD-46474,Secondary,Secondary,TP,TP
10.1029_2023ea002840,https://doi.org/10.5194/cp-13-977-2017,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1007/s11284-014-1178-6,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN17525956,Secondary,,TP,FN
10.3390_v11060565,EPI1019555,Secondary,Secondary,TP,TP
10.7554_eLife.72626,https://doi.org/10.1093/jnci/81.16.1223,,Primary,FP,FP
10.1371_journal.pcbi.1011828,PXD005709,Secondary,Secondary,TP,TP
10.1111_2041-210x.13817,https://doi.org/10.1111/mee3.v13.5,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1126/science.285.5425.227,,Primary,FP,FP
10.1111_mec.16743,https://doi.org/10.5066/p93r9uel,Secondary,,FN,FN
10.1038_s41597-019-0101-y,SAMN10880019,,Primary,FP,FP
10.1186_s13072-019-0285-6,GSE98967,,Secondary,FP,FP
10.1186_s12870-020-02651-6,Missing,Missing,,FN,FN
10.1371_journal.pone.0212669,E-GEOD-19722,Secondary,Secondary,TP,TP
10.1002_ecs2.4619,https://doi.org/10.1007/s00442-014-2955-1,,Primary,FP,FP
10.1002_ece3.6784,https://doi.org/10.1002/ece3.v10.20,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.13039/501100002661,,Primary,FP,FP
10.1128_spectrum.00422-24,K02414,Secondary,Secondary,TP,TP
10.7554_eLife.63194,PF00978,,Secondary,FP,FP
10.1073_pnas.1711872115,https://doi.org/10.5281/zenodo.1135372,Primary,,FN,FN
10.7554_eLife.72626,https://doi.org/10.1038/nmeth.4077,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1016/0921-4526(93)90108-i,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1098/rstb.2010.0208,,Primary,FP,FP
10.1186_s13104-019-4058-x,https://doi.org/10.13039/501100001691,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_293286,,Secondary,TP,FP
10.1371_journal.pone.0284951,https://doi.org/10.1371/journal.pone.0107650,,Primary,FP,FP
10.1186_s13643-018-0859-6,Missing,Missing,,FN,FN
10.1007_s00382-022-06361-7,https://doi.org/10.1007/s00382-018-4532-5,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620700,Secondary,,TP,FN
10.7554_elife.73695,https://doi.org/10.1371/journal.pone.0171903,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1175/jcli-d-16-0386.1,,Primary,FP,FP
10.1186_s12866-020-01863-y,SRX7550680,,Secondary,FP,FP
10.1111_acel.13089,https://doi.org/10.1111/(issn)1474-9726,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1029/2006gb002852,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1111/j.1365-246x.2009.04285.x,,Primary,FP,FP
10.1111_eva.12446,https://doi.org/10.1111/eva.2017.10.issue-3,,Primary,FP,FP
10.1136_jitc-2021-003114,CVCL_0530,Secondary,Secondary,TP,TP
10.1186_s13100-019-0153-8,https://doi.org/10.13039/501100000268,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1038/s41391-018-0086-1,,Primary,FP,FP
10.1186_s12934-018-1005-9,PF15652,,Secondary,FP,FP
10.3390_d13010019,https://doi.org/10.1890/1051-0761(1997)007[0737:haotgn]2.0.co;2,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1073/pnas.1716789115,,Primary,FP,FP
10.1186_s13059-020-02048-6,GSE141115,,Secondary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1016/j.atmosenv.2011.11.036,,Primary,FP,FP
10.1186_s12866-019-1542-3,Missing,Missing,,FN,FN
10.1371_journal.pone.0146274,https://doi.org/10.5061/dryad.kh186,Primary,Primary,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.sz5x6g,Secondary,,FN,FN
10.3389_fcell.2020.618552,E-MTAB-9077,,Secondary,FP,FP
10.3133_cir1497,https://doi.org/10.5066/p92bghw1,Secondary,,FN,FN
10.1186_s13024-018-0266-4,PXD009137,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1146/annurev-earth-040610-133408,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.margeo.2009.03.012,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1016/j.advwatres.2008.07.017,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1016/j.quascirev.2006.04.012,,Primary,FP,FP
10.1111_1365-2664.13136,https://doi.org/10.1111/jpe.2018.55.issue-4,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.80.123707,,Primary,FP,FP
10.1186_s13059-019-1924-8,GSM1872888,,Secondary,FP,FP
10.1371_journal.pone.0253228,https://doi.org/10.5061/dryad.j0zpc86f2,Primary,Primary,TP,TP
10.1098_rsos.170796,https://doi.org/10.13039/501100002850,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1029/2003gb002122,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1163/156853994x00488,,Primary,FP,FP
10.1371_journal.pone.0139215,https://doi.org/10.5061/dryad.27m63.1,Primary,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.1029/2008gc002332,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrev.142.350,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.margeo.2009,,Primary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.7567/apex.6.044101,,Primary,FP,FP
10.3390_v11060565,EPI1104285,Secondary,Secondary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2018g,,Primary,FP,FP
10.1038_s41597-023-02280-2,EMPIAR-10028,Secondary,Secondary,TP,TP
10.3390_d13010019,https://doi.org/10.1111/ele.12706,,Primary,FP,FP
10.1140_epjc_s10052-018-6468-7,Missing,Missing,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.1130/0016-7606(2002,,Primary,FP,FP
10.1186_s12943-019-1017-z,Missing,Missing,,FN,FN
10.1590_0104-6632.20190362s20180340,Missing,Missing,,FN,FN
10.3390_v11060565,EPI954552,Secondary,Secondary,TP,TP
10.1002_ece3.6784,https://doi.org/10.1002/(issn)2045-7758,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1306/5d25c68f-16c1-11d7-8645000102c1865d,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1890/14-0704,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1126/science.1120132,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1016/j.actamat.2020.116608,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1899/10-024,,Primary,FP,FP
10.1186_s40168-018-0550-0,Missing,Missing,,FN,FN
10.1107_s2052252520013603,Missing,Missing,,FN,FN
10.1039_d1ee03696c,https://doi.org/10.1016/j.gee.2017.03.001,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/0012-821x(92)90094-c,,Primary,FP,FP
10.1021_acs.jcim.9b01185,https://doi.org/10.5281/zenodo.3667633,Primary,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.1111/gcb.15258,,Primary,FP,FP
10.1186_s13073-020-00727-4,NC_010277.2,,Secondary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1002/2013jd021418,,Primary,FP,FP
10.1186_s13059-018-1557-3,Missing,Missing,,FN,FN
10.1186_s12859-020-3415-z,https://doi.org/10.13039/501100001659,,Primary,FP,FP
10.1002_ece3.5395,https://doi.org/10.5441/001/1.v1cs4nn0,,Primary,FP,FP
10.1186_s13068-018-1078-z,Missing,Missing,,FN,FN
10.1186_s12859-016-0922-z,SRR880232,,Secondary,FP,FP
10.3390_d13010019,https://doi.org/10.1016/j.biocon.2016.12.007,,Primary,FP,FP
10.1111_cas.12935,HPA042865,Secondary,Secondary,TP,TP
10.1038_s41597-019-0101-y,SAMN10880018,,Primary,FP,FP
10.1186_s12870-019-1904-x,erp026,,Secondary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1016/0379-6787(88)90065-8,,Primary,FP,FP
10.1111_1365-2435.13569,https://doi.org/10.1111/(issn)1365-2435,,Primary,FP,FP
10.7554_eLife.63194,PF03368,Secondary,Secondary,TP,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.wp98ts,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1111/fwb.13583,,Primary,FP,FP
10.1371_journal.pone.0200041,https://doi.org/10.13039/100000001,,Primary,FP,FP
10.1371_journal.pone.0159387,PRJNA74089,Secondary,Secondary,TP,TP
10.3390_v11060565,EPI1018207,Secondary,Secondary,TP,TP
10.1039_d2cc00847e,https://doi.org/10.1039/c3sc52962b,,Primary,FP,FP
10.1128_spectrum.00422-24,PF00248,Secondary,Secondary,TP,TP
10.1029_2021gl096173,https://doi.org/10.1002/2016jd025112,,Primary,FP,FP
10.1002_ece3.9627,https://doi.org/10.1002/ece3.v12.12,,Primary,FP,FP
10.1186_s40478-018-0561-x,GSE110716,,Secondary,FP,FP
10.1186_s13073-019-0709-8,https://doi.org/10.13039/100000050,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_376123,,Secondary,TP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2021wr029931,,Primary,FP,FP
10.1128_JVI.01717-21,https://doi.org/10.1128/jvi.01717-21,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/0168-9622(86)90057-6,,Primary,FP,FP
10.3390_microorganisms8121872,CHEMBL3960662,Secondary,Secondary,TP,TP
10.1155_2013_536562,https://doi.org/10.1155/2013/536562,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1088/1367-2630,,Primary,FP,FP
10.1080_0284186x.2020.1714721,Missing,Missing,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1002/hyp.9385,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1016/s0012-821x(99)00092-8,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36791.v1,,Primary,TP,FP
10.1029_2022gl100473,https://doi.org/10.1098/rspa.2006.1703,,Primary,FP,FP
10.1371_journal.pone.0159387,PRJNA65041,Secondary,Secondary,TP,TP
10.1128_JVI.01717-21,https://doi.org/10.1128/jvi.01717-21.1,,Primary,FP,FP
10.7554_eLife.63194,SRR2429147,Secondary,Secondary,TP,TP
10.1186_s13059-017-1200-8,Missing,Missing,,FN,FN
10.3390_d13010019,https://doi.org/10.1111/1365-2435.12967,,Primary,FP,FP
10.1038_s41598-020-59839-x,IPR023415,Secondary,Secondary,TP,TP
10.5194_gmd-13-335-2020,https://doi.org/10.6073/pasta/fed17d67583eda16c439216ca40b0669,Primary,Primary,TP,TP
10.1029_2023ea002840,https://doi.org/10.1029/2001gb001811,,Primary,FP,FP
